Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters,MCS
-5.0,6.0,0.0,3424.0,3424.0,0,0,0,0,400
-5.0,6.0,0.0,3431.0,3431.0,0,0,0,0,400
-5.0,6.0,0.1,2946.0,2946.0,0,0,0,0,400
-5.0,6.0,0.1,2846.0,2846.0,0,0,0,0,400
-5.0,6.0,0.1,1501.0,1501.0,0,0,0,0,400
-5.0,6.0,0.1,3498.5,3498.5,0,1,0,0,400
-5.0,6.0,0.1,3132.0,3132.0,0,1,0,0,400
-5.0,6.0,0.1,2326.5,2326.5,0,0,0,0,400
-5.0,6.0,0.1,2970.0,2970.0,0,0,0,0,400
-5.0,6.0,0.1,1944.5,1944.5,0,0,0,0,400
-5.0,6.0,0.1,2485.5,2485.5,0,0,0,0,400
-5.0,6.0,0.1,2314.5,2314.5,0,0,0,0,400
-5.0,6.0,0.1,1994.0,1994.0,0,0,0,0,400
-5.0,6.0,0.1,2822.0,2822.0,0,1,0,0,400
-5.0,6.0,0.2,1877.0,1877.0,0,0,0,0,400
-5.0,6.0,0.2,1761.0,1761.0,0,0,0,0,400
-5.0,6.0,0.2,2489.0,2489.0,0,0,0,0,400
-5.0,6.0,0.2,2494.0,2494.0,0,0,0,0,400
-5.0,6.0,0.2,2535.0,2535.0,0,0,0,0,400
-5.0,6.0,0.2,1905.5,1905.5,0,0,0,0,400
-5.0,6.0,0.2,2825.0,2825.0,0,0,0,0,400
-5.0,6.0,0.2,1857.0,1857.0,0,1,0,0,400
-5.0,6.0,0.2,2636.0,2636.0,0,0,0,0,400
-5.0,6.0,0.2,2065.0,2065.0,0,0,0,0,400
-5.0,6.0,0.2,2384.0,2384.0,0,0,0,0,400
-5.0,6.0,0.2,2729.0,2729.0,0,0,0,0,400
-5.0,6.0,0.3,2545.0,2545.0,0,0,0,0,400
-5.0,6.0,0.3,1832.0,1832.0,0,0,0,0,400
-5.0,6.0,0.3,2273.5,2273.5,0,0,0,0,400
-5.0,6.0,0.3,2895.0,2895.0,0,1,0,0,400
-5.0,6.0,0.3,1566.5,1566.5,0,0,0,0,400
-5.0,6.0,0.3,2881.5,2881.5,0,1,0,0,400
-5.0,6.0,0.3,3713.5,3713.5,0,0,0,0,400
-5.0,6.0,0.3,1807.0,1807.0,0,0,0,0,400
-5.0,6.0,0.3,3479.0,3479.0,0,0,0,0,400
-5.0,6.0,0.3,1928.0,1928.0,0,0,0,0,400
-5.0,6.0,0.3,2456.0,2456.0,0,0,0,0,400
-5.0,6.0,0.3,1923.0,1923.0,0,0,0,0,400
-5.0,6.0,0.4,3390.0,3390.0,0,0,0,0,400
-5.0,6.0,0.4,2010.0,2010.0,0,0,0,0,400
-5.0,6.0,0.4,4428.0,4428.0,0,0,0,0,400
-5.0,6.0,0.4,3284.5,3284.5,0,0,0,0,400
-5.0,6.0,0.4,1917.0,1917.0,0,0,0,0,400
-5.0,6.0,0.4,2824.0,2824.0,0,0,0,0,400
-5.0,6.0,0.4,1929.0,1929.0,0,0,0,0,400
-5.0,6.0,0.4,1828.0,1828.0,0,0,0,0,400
-5.0,6.0,0.4,2587.5,2587.5,0,0,0,0,400
-5.0,6.0,0.4,2046.0,2046.0,0,0,0,0,400
-5.0,6.0,0.4,2586.0,2586.0,0,0,0,0,400
-5.0,6.0,0.4,2073.0,2073.0,0,0,0,0,400
-5.0,6.0,0.5,2968.0,2968.0,0,1,0,0,400
-5.0,6.0,0.5,3326.0,3326.0,0,3,0,0,400
-5.0,6.0,0.5,1946.0,1946.0,0,0,0,0,400
-5.0,6.0,0.5,2086.5,2086.5,0,0,0,0,400
-5.0,6.0,0.5,2238.0,2238.0,0,0,0,0,400
-5.0,6.0,0.5,2824.0,2824.0,0,0,0,0,400
-5.0,6.0,0.5,2310.0,2310.0,0,0,0,0,400
-5.0,6.0,0.5,2448.0,2448.0,0,0,0,0,400
-5.0,6.0,0.5,2461.0,2461.0,0,0,0,0,400
-5.0,6.0,0.5,2868.0,2868.0,0,0,0,0,400
-5.0,6.0,0.5,2550.5,2550.5,0,0,0,0,400
-5.0,6.0,0.5,3083.5,3083.5,0,0,0,0,400
-5.0,6.0,0.6,3986.5,3986.5,0,0,0,0,400
-5.0,6.0,0.6,2405.0,2405.0,0,0,0,0,400
-5.0,6.0,0.6,2321.5,2321.5,0,0,0,0,400
-5.0,6.0,0.6,2247.0,2247.0,0,0,0,0,400
-5.0,6.0,0.6,2926.5,2926.5,0,0,0,0,400
-5.0,6.0,0.6,2535.0,2535.0,0,0,0,0,400
-5.0,6.0,0.6,2101.0,2101.0,0,0,0,0,400
-5.0,6.0,0.6,2184.5,2184.5,0,0,0,0,400
-5.0,6.0,0.6,2428.0,2428.0,0,0,0,0,400
-5.0,6.0,0.6,3494.0,3494.0,0,1,0,0,400
-5.0,6.0,0.6,2774.0,2774.0,0,0,0,0,400
-5.0,6.0,0.6,2501.0,2501.0,0,0,0,0,400
-5.0,6.0,0.7,1830.5,1830.5,0,0,0,0,400
-5.0,6.0,0.7,2342.0,2342.0,0,0,0,0,400
-5.0,6.0,0.7,1854.0,1854.0,0,0,0,0,400
-5.0,6.0,0.7,2323.5,2323.5,0,0,0,0,400
-5.0,6.0,0.7,3402.0,3402.0,0,1,0,0,400
-5.0,6.0,0.7,2639.5,2639.5,0,0,0,0,400
-5.0,6.0,0.7,1781.0,1781.0,0,0,0,0,400
-5.0,6.0,0.7,2451.5,2451.5,0,0,0,0,400
-5.0,6.0,0.7,2123.5,2123.5,0,0,0,0,400
-5.0,6.0,0.7,1979.5,1979.5,0,0,0,0,400
-5.0,6.0,0.7,2577.0,2577.0,0,0,0,0,400
-5.0,6.0,0.7,1802.5,1802.5,0,0,0,0,400
-5.0,6.0,0.8,2876.5,2876.5,0,0,0,0,400
-5.0,6.0,0.8,2753.0,2753.0,0,0,0,0,400
-5.0,6.0,0.8,2042.0,2042.0,0,0,0,0,400
-5.0,6.0,0.8,1807.0,1807.0,0,0,0,0,400
-5.0,6.0,0.8,2329.5,2329.5,0,0,0,0,400
-5.0,6.0,0.8,1885.0,1885.0,0,0,0,0,400
-5.0,6.0,0.8,2844.0,2844.0,0,0,0,0,400
-5.0,6.0,0.8,2416.5,2416.5,0,1,0,0,400
-5.0,6.0,0.8,2087.0,2087.0,0,0,0,0,400
-5.0,6.0,0.8,1983.0,1983.0,0,0,0,0,400
-5.0,6.0,0.8,1496.0,1496.0,0,0,0,0,400
-5.0,6.0,0.8,2812.5,2812.5,0,1,0,0,400
-5.0,6.0,0.9,2538.5,2538.5,0,0,0,0,400
-5.0,6.0,0.9,2384.0,2384.0,0,0,0,0,400
-5.0,6.0,0.9,2211.0,2211.0,0,0,0,0,400
-5.0,6.0,0.9,3464.0,3464.0,0,0,0,0,400
-5.0,6.0,0.9,2978.0,2978.0,0,0,0,0,400
-5.0,6.0,0.9,2656.0,2656.0,0,0,0,0,400
-5.0,6.0,0.9,2637.0,2637.0,0,0,0,0,400
-5.0,6.0,0.9,2440.0,2440.0,0,0,0,0,400
-5.0,6.0,0.9,2500.0,2500.0,0,1,0,0,400
-5.0,6.0,0.9,1898.0,1898.0,0,0,0,0,400
-5.0,6.0,0.9,2863.0,2863.0,0,0,0,0,400
-5.0,6.0,0.9,2523.5,2523.5,0,0,0,0,400
-5.0,6.0,1.0,2993.5,2993.5,0,0,0,0,400
-5.0,6.0,1.0,2041.0,2041.0,0,0,0,0,400
-5.0,6.0,1.0,2082.5,2082.5,0,0,0,0,400
-5.0,6.0,1.0,2531.5,2531.5,0,0,0,0,400
-5.0,6.0,1.0,1914.0,1914.0,0,0,0,0,400
-5.0,6.0,1.0,1887.5,1887.5,0,0,0,0,400
-5.0,6.0,1.0,2909.0,2909.0,0,0,0,0,400
-5.0,6.0,1.0,2828.5,2828.5,0,0,0,0,400
-5.0,6.0,1.0,1786.5,1786.5,0,0,0,0,400
-5.0,6.0,1.0,2896.0,2896.0,0,0,0,0,400
-5.0,6.0,1.0,1756.0,1756.0,0,0,0,0,400
-5.0,6.0,1.0,2590.0,2590.0,0,1,0,0,400
-5.0,9.0,0.0,1952.0,1952.0,0,0,0,0,400
-5.0,9.0,0.0,2826.0,2826.0,0,0,0,0,400
-5.0,9.0,0.0,2401.0,2401.0,0,0,0,0,400
-5.0,9.0,0.0,2851.0,2851.0,0,0,0,0,400
-5.0,9.0,0.0,1681.0,1681.0,0,0,0,0,400
-5.0,9.0,0.0,2717.5,2717.5,0,0,0,0,400
-5.0,9.0,0.0,2668.5,2668.5,0,1,0,0,400
-5.0,9.0,0.0,2363.5,2363.5,0,0,0,0,400
-5.0,9.0,0.0,2397.0,2397.0,0,0,0,0,400
-5.0,9.0,0.0,2043.5,2043.5,0,0,0,0,400
-5.0,9.0,0.0,2010.0,2010.0,0,0,0,0,400
-5.0,9.0,0.0,2868.0,2868.0,0,0,0,0,400
-5.0,9.0,0.1,2980.0,2980.0,0,1,0,0,400
-5.0,9.0,0.1,2296.0,2296.0,0,0,0,0,400
-5.0,9.0,0.1,2808.5,2808.5,0,1,0,0,400
